id,ts_unix_ms,x_m,y_m,theta_rad,connected,ssid,bssid,rssi_dbm,freq_mhz,roam_event,disconnect_event,disconnect_streak_s,ping_loss_pct,ping_avg_ms
158,1767920904401,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-63,5240,0,0,0.0,,
159,1767920904906,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-66,5240,0,0,0.0,,
160,1767920905410,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-63,5240,0,0,0.0,,
161,1767920905929,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-63,5240,0,0,0.0,,
162,1767920906434,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-63,5240,0,0,0.0,,
163,1767920906938,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-63,5240,0,0,0.0,,
164,1767920907443,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-62,5240,0,0,0.0,,
165,1767920907948,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-62,5240,0,0,0.0,,
166,1767920908452,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-62,5240,0,0,0.0,,
167,1767920908957,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-58,5240,0,0,0.0,,
168,1767920909461,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-58,5240,0,0,0.0,,
169,1767920909965,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-57,5240,0,0,0.0,,
170,1767920910470,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-57,5240,0,0,0.0,,
171,1767920910988,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-57,5240,0,0,0.0,,
172,1767920911492,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-56,5240,0,0,0.0,,
173,1767920911997,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-53,5240,0,0,0.0,,
174,1767920912501,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
175,1767920913006,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
176,1767920913510,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
177,1767920914015,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-50,5240,0,0,0.0,,
178,1767920914519,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
179,1767920915025,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
180,1767920915530,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
181,1767920916049,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
182,1767920916553,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-49,5240,0,0,0.0,,
183,1767920917058,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-49,5240,0,0,0.0,,
184,1767920917562,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-49,5240,0,0,0.0,,
185,1767920918067,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-44,5240,0,0,0.0,,
186,1767920918571,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-44,5240,0,0,0.0,,
187,1767920919076,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-44,5240,0,0,0.0,,
188,1767920919581,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-42,5240,0,0,0.0,,
189,1767920920086,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-42,5240,0,0,0.0,,
190,1767920920589,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-42,5240,0,0,0.0,,
191,1767920921107,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-42,5240,0,0,0.0,,
192,1767920921611,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-42,5240,0,0,0.0,,
193,1767920922115,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-42,5240,0,0,0.0,,
194,1767920922620,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-42,5240,0,0,0.0,,
195,1767920923125,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-43,5240,0,0,0.0,,
196,1767920923629,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
197,1767920924133,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
198,1767920924637,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-41,5240,0,0,0.0,,
199,1767920925141,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-41,5240,0,0,0.0,,
200,1767920925645,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-41,5240,0,0,0.0,,
201,1767920926165,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-41,5240,0,0,0.0,,
202,1767920926669,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-37,5240,0,0,0.0,,
203,1767920927173,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-37,5240,0,0,0.0,,
204,1767920927678,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
205,1767920928183,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-39,5240,0,0,0.0,,
206,1767920928688,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
207,1767920929193,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-39,5240,0,0,0.0,,
208,1767920929698,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-39,5240,0,0,0.0,,
209,1767920930203,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
210,1767920930707,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
211,1767920931226,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
212,1767920931731,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
213,1767920932236,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
214,1767920932740,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-35,5240,0,0,0.0,,
215,1767920933245,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-35,5240,0,0,0.0,,
216,1767920933750,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-35,5240,0,0,0.0,,
217,1767920934254,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
218,1767920934760,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
219,1767920935264,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-36,5240,0,0,0.0,,
220,1767920935769,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-35,5240,0,0,0.0,,
221,1767920936288,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-37,5240,0,0,0.0,,
222,1767920936791,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-36,5240,0,0,0.0,,
223,1767920937297,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-36,5240,0,0,0.0,,
224,1767920937801,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-36,5240,0,0,0.0,,
225,1767920938306,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-37,5240,0,0,0.0,,
226,1767920938810,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-37,5240,0,0,0.0,,
227,1767920939315,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-36,5240,0,0,0.0,,
228,1767920939819,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-37,5240,0,0,0.0,,
229,1767920940323,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
230,1767920940828,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-37,5240,0,0,0.0,,
231,1767920941348,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
232,1767920941851,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-39,5240,0,0,0.0,,
233,1767920942356,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
234,1767920942861,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-38,5240,0,0,0.0,,
235,1767920943366,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
236,1767920943870,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
237,1767920944374,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
238,1767920944879,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
239,1767920945384,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
240,1767920945888,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
241,1767920946410,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-40,5240,0,0,0.0,,
242,1767920946913,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-43,5240,0,0,0.0,,
243,1767920947417,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-45,5240,0,0,0.0,,
244,1767920947921,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-43,5240,0,0,0.0,,
245,1767920948425,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-43,5240,0,0,0.0,,
246,1767920948929,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-44,5240,0,0,0.0,,
247,1767920949433,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-49,5240,0,0,0.0,,
248,1767920949937,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-49,5240,0,0,0.0,,
249,1767920950441,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-51,5240,0,0,0.0,,
250,1767920950945,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
251,1767920951467,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-50,5240,0,0,0.0,,
252,1767920951971,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
253,1767920952475,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
254,1767920952980,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
255,1767920953485,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
256,1767920953989,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
257,1767920954493,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
258,1767920954997,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-51,5240,0,0,0.0,,
259,1767920955502,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-53,5240,0,0,0.0,,
260,1767920956005,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-53,5240,0,0,0.0,,
261,1767920956516,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
262,1767920957021,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
263,1767920957526,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
264,1767920958031,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-53,5240,0,0,0.0,,
265,1767920958535,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-51,5240,0,0,0.0,,
266,1767920959040,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
267,1767920959545,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
268,1767920960050,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
269,1767920960555,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
270,1767920961059,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-53,5240,0,0,0.0,,
271,1767920961578,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
272,1767920962082,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-53,5240,0,0,0.0,,
273,1767920962586,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-53,5240,0,0,0.0,,
274,1767920963089,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-50,5240,0,0,0.0,,
275,1767920963592,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-50,5240,0,0,0.0,,
276,1767920964097,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
277,1767920964601,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
278,1767920965106,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
279,1767920965609,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
280,1767920966114,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
281,1767920966632,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
282,1767920967136,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
283,1767920967641,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
284,1767920968146,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
285,1767920968651,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
286,1767920969155,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-56,5240,0,0,0.0,,
287,1767920969659,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-57,5240,0,0,0.0,,
288,1767920970164,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-56,5240,0,0,0.0,,
289,1767920970668,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
290,1767920971172,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
291,1767920971692,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
292,1767920972196,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
293,1767920972701,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
294,1767920973206,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-52,5240,0,0,0.0,,
295,1767920973710,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
296,1767920974214,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
297,1767920974719,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
298,1767920975224,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
299,1767920975729,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
300,1767920976234,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
301,1767920976753,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
302,1767920977258,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
303,1767920977762,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
304,1767920978267,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
305,1767920978771,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
306,1767920979276,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
307,1767920979781,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
308,1767920980284,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-54,5240,0,0,0.0,,
309,1767920980789,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
310,1767920981293,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
311,1767920981812,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
312,1767920982317,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
313,1767920982822,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
314,1767920983327,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
315,1767920983831,0.0,0.0,0.0,1,Lexxpluss-Biz,a8:29:48:c8:8f:61,-55,5240,0,0,0.0,,
